Coin,sentiment,fills,accounts,symbols,notional_usd,avg_notional_usd,gross_closed_pnl,total_fees,net_pnl,closed_fills,reducing_position_rate,closed_win_rate,avg_closed_pnl,median_closed_pnl,net_pnl_per_1k_notional
APE,Fear,55,1,1,31440.03,571.6369090909091,195.568863,11.003987,184.564876,18,32.72727272727273,100.0,10.864936833333333,6.611094,5.870378495185915
APE,Neutral,39,1,1,9797.07,251.20692307692306,136.779738,3.428972,133.350766,25,64.1025641025641,96.0,5.47118952,3.45982,13.611290518491753
APE,Greed,303,1,1,244371.88999999998,806.5078877887788,3618.60491,79.312188,3539.292722,93,30.693069306930692,97.84946236559139,38.90973021505376,7.599075,14.483223590078222
APE,Extreme Greed,285,2,1,366789.35,1286.9801754385965,5772.692232,74.391445,5698.300787,102,35.78947368421053,93.13725490196079,56.595021882352945,19.016685000000003,15.53562225020983
APT,Extreme Fear,13,1,1,62837.2,4833.630769230769,0.0,4.676855,-4.676855,0,0.0,,,,-0.07442812537796083
APT,Fear,48,3,1,86354.74,1799.0570833333334,1496.438346,18.71921,1477.719136,21,43.75,100.0,71.25896885714285,33.5715,17.112194837249234
APT,Neutral,1,1,1,216.18,216.18,5.714354,0.075663,5.638691000000001,1,100.0,100.0,5.714354,5.714354,26.083314830234066
APT,Greed,4,1,1,443.86,110.965,0.0,0.15535,-0.15535,0,0.0,,,,-0.3499977470373541
APT,Extreme Greed,48,2,1,66284.05,1380.9177083333334,247.037265,15.055330999999999,231.981934,10,20.833333333333336,100.0,24.7037265,2.4674375,3.4998153251046062
AR,Extreme Greed,13,1,1,10309.88,793.0676923076923,203.38219999999998,0.557876,202.824324,11,84.61538461538461,100.0,18.489290909090908,16.65608,19.672811322731206
ARB,Extreme Fear,10,1,1,10792.92,1079.292,148.265679,1.778882,146.486797,8,80.0,100.0,18.533209875,14.595996,13.572489835929478
ARB,Fear,11,3,1,26842.18,2440.1981818181816,8768.017658,2.362195,8765.655463,2,18.181818181818183,100.0,4384.008829,4384.008829,326.56272564299917
ARB,Neutral,15,3,1,17836.28,1189.0853333333332,82.437013,2.5676959999999998,79.869317,5,33.33333333333333,80.0,16.4874026,11.130192,4.477913387769199
ARB,Greed,83,4,1,194528.68,2343.7190361445782,511.345086,44.067084,467.278002,20,24.096385542168676,100.0,25.5672543,22.074351,2.4021033916438443
ARB,Extreme Greed,28,4,1,61759.35,2205.6910714285714,124.514624,16.503800000000002,108.010824,11,39.285714285714285,81.81818181818183,11.319511272727272,2.653652,1.7488983287550792
ARK,Fear,28,2,1,9115.449999999999,325.5517857142857,27.146758000000002,2.606589,24.540169,20,71.42857142857143,70.0,1.3573379,0.056115,2.6921511280298835
ARK,Greed,4,2,1,719.78,179.945,-26.09575,0.22689399999999998,-26.322643999999997,2,50.0,0.0,-13.047875,-13.047875,-36.57040206729833
ARK,Extreme Greed,4,1,1,276.43,69.1075,26.13828,0.069105,26.069175,4,100.0,100.0,6.53457,6.704280000000001,94.3066056506168
ATOM,Neutral,1,1,1,221.8,221.8,0.15312,0.077631,0.075489,1,100.0,100.0,0.15312,0.15312,0.3403471596032462
ATOM,Greed,2,2,1,271.91,135.955,0.0,0.095165,-0.095165,0,0.0,,,,-0.3499871280938545
ATOM,Extreme Greed,76,1,1,7172.14,94.37026315789474,88.081144,2.510205,85.570939,39,51.31578947368421,87.17948717948718,2.2584908717948715,0.919974,11.931019054285052
AVAX,Extreme Fear,42,3,1,144343.02,3436.738571428571,433.644636,48.369495,385.275141,23,54.761904761904766,100.0,18.854114608695653,8.45614,2.6691636422738005
AVAX,Fear,25,3,1,46559.35,1862.374,186.450938,16.295758,170.15518,12,48.0,75.0,15.537578166666668,9.616065,3.654586672709134
AVAX,Neutral,22,2,1,29617.71,1346.2595454545453,35440.071585,3.787579,35436.284006,21,95.45454545454545,100.0,1687.6224564285712,202.1976,1196.4559044571643
AVAX,Greed,46,3,1,173496.56,3771.664347826087,12096.549815,34.147553,12062.402262000001,8,17.391304347826086,100.0,1512.068726875,3.0973825,69.52531083037036
AVAX,Extreme Greed,67,3,1,6098.84,91.02746268656716,140.596871,2.132909,138.463962,41,62.68656716417911,97.5609756097561,3.429191975609756,2.422,22.70332751801982
BABY,Fear,3,1,1,3903.33,1301.11,98.7298,0.854964,97.874836,2,66.66666666666666,100.0,49.3649,49.3649,25.074701857132244
BADGER,Greed,189,2,1,153612.97999999998,812.7670899470899,1439.423595,26.584355,1412.83924,72,38.095238095238095,84.72222222222221,19.991994375,3.1515715,9.197394907643874
BADGER,Extreme Greed,1,1,1,103.16,103.16,0.309638,0.034659,0.27497900000000003,1,100.0,100.0,0.309638,0.309638,2.6655583559519194
BANANA,Neutral,1,1,1,249.54,249.54,0.0,0.062385,-0.062385,0,0.0,,,,-0.25
BANANA,Greed,7,1,1,828.98,118.42571428571429,-81.48518800000001,0.207241,-81.692429,5,71.42857142857143,0.0,-16.297037600000003,-11.650036,-98.54571762889334
BERA,Extreme Fear,188,4,1,200941.05,1068.8353723404255,12090.904233,31.67863,12059.225602999999,90,47.87234042553192,97.77777777777777,134.34338036666665,18.145939,60.01374832569054
BERA,Fear,340,7,1,643849.49,1893.6749705882353,-27.646403999999986,98.035978,-125.68238200000008,105,30.88235294117647,51.42857142857142,-0.26329908571428556,0.012617,-0.19520459975824486
BERA,Neutral,114,7,1,666031.65,5842.382894736842,-21617.07674,170.111219,-21787.187959,51,43.859649122807014,76.47058823529412,-423.86424980392155,10.29249,-32.711940879986706
BERA,Greed,412,3,1,545933.81,1325.0820631067963,83243.565498,57.282634,83186.282864,363,88.10679611650485,100.0,229.32111707438017,54.554097,152.3743013168574
BIGTIME,Neutral,1,1,1,223.09,223.09,-1.1952,0.078082,-1.273282,1,100.0,0.0,-1.1952,-1.1952,-5.707481285579811
BIGTIME,Greed,21,2,1,51921.17,2472.4366666666665,272.01318000000003,5.040774,266.97240600000003,7,33.33333333333333,57.14285714285714,38.85902571428572,25.22142,5.141879622512359
BIGTIME,Extreme Greed,29,1,1,65567.88,2260.961379310345,1567.72619,3.147227,1564.5789630000002,28,96.55172413793103,100.0,55.99022107142857,11.910965000000001,23.861972706758248
BIO,Greed,162,2,1,149438.9,922.4623456790123,1278.639104,17.583752999999998,1261.055351,156,96.29629629629629,82.05128205128204,8.196404512820513,0.887635,8.438601669311003
BIO,Extreme Greed,8,1,1,707.47,88.43375,19.87315,0.247609,19.625541,3,37.5,100.0,6.624383333333333,2.442204,27.740456839159254
BLAST,Neutral,1,1,1,220.86,220.86,1.065303,0.077299,0.9880040000000001,1,100.0,100.0,1.065303,1.065303,4.473440188354614
BLAST,Greed,7,2,1,972.35,138.90714285714287,135.989017,0.332923,135.656094,4,57.14285714285714,100.0,33.99725425,28.852365499999998,139.51364632076925
BLAST,Extreme Greed,51,3,1,21209.44,415.87137254901955,495.331904,6.77873,488.553174,17,33.33333333333333,100.0,29.137170823529413,26.30133,23.034704075166534
BLUR,Fear,5,1,1,2187.77,437.554,31.847859999999997,0.76572,31.08214,2,40.0,100.0,15.923929999999999,15.923929999999999,14.20722470826458
BLUR,Neutral,4,1,1,859.9200000000001,214.98000000000002,27.531007,0.300967,27.230040000000002,3,75.0,100.0,9.177002333333332,8.32112,31.66578286352219
BLUR,Greed,34,2,1,110017.53,3235.809705882353,3057.18593,24.460386,3032.725544,26,76.47058823529412,100.0,117.58407423076923,46.5462,27.565839225803376
BLUR,Extreme Greed,35,3,1,62484.0,1785.2571428571428,236.564348,14.907347,221.65700099999998,30,85.71428571428571,93.33333333333333,7.8854782666666665,3.853985,3.547420155559823
BNB,Extreme Fear,22,2,1,108774.59,4944.299545454545,503.31943,37.118485,466.20094500000005,4,18.181818181818183,100.0,125.8298575,112.07747750000001,4.285936127178232
BNB,Fear,72,3,1,53751.5,746.5486111111111,-737.08169,15.012523,-752.094213,34,47.22222222222222,73.52941176470588,-21.678873235294116,2.3818504999999996,-13.992059998325628
BNB,Neutral,19,3,1,20538.78,1080.9884210526316,506.52299999999997,4.667222,501.855778,14,73.68421052631578,100.0,36.180214285714285,10.63701,24.434546647853477
BNB,Greed,31,2,1,221751.91,7153.287419354839,6.476289999999996,77.613151,-71.13686100000001,23,74.19354838709677,52.17391304347826,0.28157782608695636,0.586035,-0.3207948062318832
BNB,Extreme Greed,12,3,1,8965.67,747.1391666666667,23.963942,3.110083,20.853859,5,41.66666666666667,100.0,4.7927884,3.93849,2.3259677190884784
BNT,Extreme Greed,10,1,1,5828.41,582.841,-17.60528,2.039937,-19.645217000000002,7,70.0,28.57142857142857,-2.51504,-1.9291,-3.3705962689652926
BOME,Neutral,3,1,1,674.88,224.96,-9.122938,0.236204,-9.359142,2,66.66666666666666,50.0,-4.561469,-4.561469,-13.867860953058322
BOME,Greed,4,1,1,443.93,110.9825,0.0,0.155374,-0.155374,0,0.0,,,,-0.34999662108891044
BOME,Extreme Greed,1,1,1,200.57,200.57,21.37104,0.0702,21.30084,1,100.0,100.0,21.37104,21.37104,106.20152565189211
BRETT,Neutral,1,1,1,219.0,219.0,2.8551,0.076648,2.778452,1,100.0,100.0,2.8551,2.8551,12.686995433789955
BRETT,Greed,14,1,1,2796.46,199.74714285714285,5.6384,0.978755,4.659644999999999,1,7.142857142857142,100.0,5.6384,5.6384,1.666265564320605
BRETT,Extreme Greed,130,3,1,141907.32,1091.5947692307693,949.793863,28.511658999999998,921.282204,105,80.76923076923077,76.19047619047619,9.045655838095238,7.687014,6.492140109474268
BTC,Extreme Fear,1765,17,1,36751523.27,20822.392787535413,3056.840312999999,9669.372019,-6612.531706000004,667,37.73371104815864,81.40929535232384,4.582968985007494,5.826473,-0.17992537771618747
BTC,Fear,9870,17,1,300912163.3,30487.554539007095,482649.644056,57718.829772,424930.814284,4342,43.951367781155014,87.63242745278673,111.15837034914786,6.316416,1.412142366144094
BTC,Neutral,4753,17,1,98386717.32,20699.919486640014,165980.345627,21399.896727,144580.4489,1812,38.10225120976226,86.25827814569537,91.60063224448123,11.013048999999999,1.4695118694707152
BTC,Greed,7240,20,1,164299783.9,22693.34031767956,115475.191549,37353.360922,78121.830627,3209,44.76519337016575,74.94546587722031,35.984790136802744,1.286584,0.47548346548373027
BTC,Extreme Greed,2436,10,1,43881928.84,18013.928095238098,100882.711093,13082.767364,87799.943729,979,40.14778325123153,84.57609805924413,103.04669161695608,19.38354,2.0008223441848143
CAKE,Neutral,41,1,1,20620.48,502.93853658536585,594.282727,5.34264,588.9400870000001,19,46.34146341463415,47.368421052631575,31.278038263157896,-0.130421,28.560930055944386
CAKE,Greed,4,1,1,500.32000000000005,125.08000000000001,0.0,0.125077,-0.125077,0,0.0,,,,-0.24999400383754392
CAKE,Extreme Greed,13,2,1,17764.77,1366.5207692307692,428.564024,-0.177041,428.741065,12,92.3076923076923,100.0,35.71366866666667,30.674745,24.134343703858818
CANTO,Greed,10,2,1,20132.280000000002,2013.2280000000003,-188.49813000000003,5.032861,-193.530991,5,50.0,0.0,-37.69962600000001,-11.293876,-9.612969370582963
CHILLGUY,Fear,3,1,1,969.8900000000001,323.2966666666667,27.087155,0.339459,26.747696,2,66.66666666666666,100.0,13.5435775,13.5435775,27.578071740094234
CHILLGUY,Neutral,9,1,1,1601.84,177.98222222222222,61.86884,0.56064,61.3082,4,44.44444444444444,100.0,15.46721,11.608266,38.27361034809969
CHILLGUY,Greed,29,3,1,9765.97,336.7575862068965,17.544985999999998,2.430492,15.114493999999997,5,17.24137931034483,80.0,3.5089971999999996,4.92704,1.5476695095315671
CHILLGUY,Extreme Greed,174,5,1,254542.62,1462.8886206896552,4621.293605,38.770919,4582.522686,124,71.26436781609196,88.70967741935483,37.268496814516126,11.6884835,18.002968170909845
COMP,Fear,9,1,1,10737.4,1193.0444444444445,1334.414834,3.455933,1330.958901,4,44.44444444444444,100.0,333.6037085,323.214241,123.95541760575186
COMP,Extreme Greed,86,2,1,102931.91,1196.8826744186047,1479.9831900000001,19.134757,1460.848433,62,72.09302325581395,85.48387096774194,23.870696612903227,5.520058000000001,14.192376620622314
CRV,Fear,125,1,1,43164.94,345.31952,-50.098479,15.032691,-65.13117,58,46.400000000000006,77.58620689655173,-0.8637668793103448,2.21461,-1.5088905486721398
CRV,Greed,13,1,1,78804.88,6061.913846153847,-1199.624026,16.877888,-1216.501914,3,23.076923076923077,0.0,-399.8746753333333,-49.52434,-15.436885558356282
CYBER,Greed,1,1,1,500.09,500.09,0.0,0.125022,-0.125022,0,0.0,,,,-0.24999900017996762
CYBER,Extreme Greed,1,1,1,691.62,691.62,191.5296,0.172904,191.356696,1,100.0,100.0,191.5296,191.5296,276.6789508689743
DOGE,Extreme Fear,2,1,1,1111.3000000000002,555.6500000000001,0.0,0.388953,-0.388953,0,0.0,,,,-0.3499982003059479
DOGE,Fear,12,2,1,18962.49,1580.2075000000002,7907.371107,4.597875,7902.773232,6,50.0,100.0,1317.8951845,161.08038,416.75820169186636
DOGE,Neutral,39,3,1,298882.07,7663.64282051282,115809.466287,103.245228,115706.221059,16,41.02564102564102,100.0,7238.0916429375,872.9023864999999,387.130017732412
DOGE,Greed,284,7,1,373828.2,1316.2964788732395,3027.3036439999996,116.910194,2910.39345,149,52.46478873239436,88.59060402684564,20.317474120805368,6.653759,7.785376945880487
DOGE,Extreme Greed,489,7,1,1759319.4,3597.7901840490795,20799.015496,297.082039,20501.933457,288,58.895705521472394,86.11111111111111,72.21880380555555,7.41239,11.653332224381769
DOT,Neutral,5,2,1,31312.559999999998,6262.512,9.13481,3.295141,5.839668999999999,2,40.0,100.0,4.567405,4.567405,0.1864960578119451
DOT,Greed,25,3,1,118430.23,4737.2092,99.633834,36.740884,62.892950000000006,18,72.0,77.77777777777779,5.535213,1.7063869999999999,0.5310548666501788
DOT,Extreme Greed,44,1,1,4241.8,96.40454545454546,84.719249,1.355874,83.363375,27,61.36363636363637,100.0,3.137749962962963,2.14344,19.652830166438775
DYDX,Extreme Fear,50,2,1,264954.72000000003,5299.094400000001,0.0,89.027843,-89.027843,0,0.0,,,,-0.33601153812243845
DYDX,Fear,48,2,1,97145.47,2023.8639583333334,50.085345000000004,32.691385,17.39396,6,12.5,100.0,8.3475575,5.483656,0.17905065465224473
DYDX,Neutral,12,1,1,2754.59,229.54916666666668,18.919256,0.964098,17.955157999999997,6,50.0,50.0,3.1532093333333333,0.5131465000000001,6.518268780471866
DYDX,Greed,6,1,1,663.71,110.61833333333334,1.644956,0.232294,1.412662,2,33.33333333333333,100.0,0.822478,0.822478,2.1284325985746784
DYDX,Extreme Greed,35,2,1,31714.99,906.1425714285715,468.514928,8.760404,459.754524,18,51.42857142857142,100.0,26.02860711111111,15.3622335,14.496442344771353
DYM,Neutral,2,1,1,216.09,108.045,5.768124,0.07563,5.692494,2,100.0,100.0,2.884062,2.884062,26.34316257115091
DYM,Greed,15,2,1,11570.51,771.3673333333334,373.07007,1.0470359999999999,372.023034,3,20.0,100.0,124.35669,131.82795,32.15269110868924
DYM,Extreme Greed,2,2,1,2977.73,1488.865,-255.94685099999998,0.765342,-256.712193,2,100.0,50.0,-127.97342549999999,-127.97342549999999,-86.21070177618522
EIGEN,Fear,45,3,1,40072.76,890.5057777777778,13303.436002999999,7.835986,13295.600017,43,95.55555555555556,100.0,309.38223262790694,72.8095,331.786480816395
EIGEN,Neutral,11,2,1,67897.33,6172.484545454546,11.516813,6.571598,4.945215000000001,1,9.090909090909092,100.0,11.516813,11.516813,0.0728337182036466
EIGEN,Greed,197,5,1,181053.32,919.0523857868021,8947.754034,22.61357,8925.140464,25,12.690355329949238,84.0,357.91016135999996,17.187142,49.295646520041714
EIGEN,Extreme Greed,71,2,1,40089.26,564.6374647887325,296.151372,12.044915,284.106457,23,32.3943661971831,91.30434782608695,12.87614660869565,7.157313,7.086847125639136
ENA,Extreme Fear,19,2,1,29882.26,1572.7505263157893,2286.628954,6.698744,2279.93021,7,36.84210526315789,71.42857142857143,326.6612791428571,28.668288,76.29711440834797
ENA,Fear,193,3,1,347628.23,1801.1825388601035,160316.233716,70.685175,160245.548541,94,48.704663212435236,97.87234042553192,1705.491848042553,893.53022,460.9681686121982
ENA,Neutral,25,3,1,19814.870000000003,792.5948000000001,-4368.01318,3.069595,-4371.082775,16,64.0,56.25,-273.00082375,2.5687379999999997,-220.59608642398356
ENA,Greed,365,3,1,674815.97,1848.8108767123288,33865.081319,104.383479,33760.69784,120,32.87671232876712,93.33333333333333,282.2090109916666,42.150119000000004,50.02948854337279
ENA,Extreme Greed,388,3,1,553259.17,1425.9256958762887,25229.572745,91.590885,25137.98186,95,24.484536082474225,96.84210526315789,265.5744499473684,5.455216,45.43617751514177
ENS,Greed,4,1,1,20014.59,5003.6475,-7.121359999999999,5.003645,-12.125005,2,50.0,0.0,-3.5606799999999996,-3.5606799999999996,-0.6058083128357863
ETC,Neutral,2,1,1,761.5899999999999,380.79499999999996,38.32488,0.19039699999999998,38.134483,1,50.0,100.0,38.32488,38.32488,50.07219501306478
ETC,Greed,1,1,1,500.03,500.03,0.0,0.125008,-0.125008,0,0.0,,,,-0.25000099994000363
ETC,Extreme Greed,2,1,1,666.76,333.38,166.7236,0.166689,166.556911,2,100.0,100.0,83.3618,83.3618,249.80039444477774
ETH,Extreme Fear,1393,12,1,7720053.08,5542.033797559225,274320.23069,1378.460391,272941.770299,784,56.28140703517588,98.9795918367347,349.89825343112244,12.01592,35.35490850524049
ETH,Fear,2850,13,1,39635351.1,13907.140736842106,675064.576785,6163.713256,668900.863529,1428,50.0,83.19327731092437,472.7342974684874,37.284717,16.876370335193016
ETH,Neutral,1317,13,1,17590391.62,13356.409734244497,61574.088597999995,3694.560932,57879.527666,746,56.49202733485193,81.50134048257372,82.53899275871314,13.8012,3.2904058599918766
ETH,Greed,3574,14,1,37325288.1,10443.561303861221,351036.01291399996,8068.980316,342967.032598,1557,43.45271404588696,59.53757225433526,225.45665569299933,1.377014,9.188597062643971
ETH,Extreme Greed,2024,12,1,16009910.17,7910.034668972332,-42016.070134999994,3785.58875,-45801.658885,713,35.177865612648226,72.51051893408135,-58.928569614305744,3.795456,-2.860831722268183
ETHFI,Fear,78,1,1,207629.01,2661.910384615385,10801.336599,72.67012,10728.666479,39,50.0,100.0,276.9573486923077,157.630656,51.67229029796944
ETHFI,Neutral,35,1,1,82270.81999999999,2350.594857142857,2673.269384,28.794769,2644.474615,15,42.857142857142854,100.0,178.21795893333334,72.852615,32.14353053731567
ETHFI,Greed,139,1,1,363633.46,2616.068057553957,30454.400091,111.021722,30343.378369,70,50.35971223021583,100.0,435.06285844285713,268.663585,83.44495682273022
ETHFI,Extreme Greed,59,1,1,116182.84,1969.2006779661017,0.0,40.663962,-40.663962,0,0.0,,,,-0.3499997245720624
FARTCOIN,Extreme Fear,565,6,1,978107.59,1731.1638761061947,-138014.106207,219.11678,-138233.222987,329,58.23008849557522,15.80547112462006,-419.49576354711246,-120.31686,-141.32721635152632
FARTCOIN,Fear,951,9,1,1156506.36,1216.0950157728707,-10811.779569,225.28397,-11037.063539,433,45.5310199789695,70.43879907621246,-24.96946782678984,0.57156,-9.54345252282054
FARTCOIN,Neutral,530,6,1,505681.33,954.1157169811321,-1621.812307,117.658508,-1739.470815,124,23.39622641509434,75.80645161290323,-13.079131508064515,2.8732015,-3.439855719015768
FARTCOIN,Greed,2210,10,1,5199391.57,2352.6658687782806,41367.714132,1634.984172,39732.72996,1078,48.73303167420814,81.81818181818183,38.37450290538033,9.8883045,7.641803742817546
FARTCOIN,Extreme Greed,394,4,1,471703.55,1197.2171319796953,8392.770766,160.895582,8231.875184,200,50.76142131979695,97.0,41.96385383,15.684075,17.451374245540446
FET,Fear,2,1,1,981.4300000000001,490.71500000000003,17.0533,0.343497,16.709803,1,50.0,100.0,17.0533,17.0533,17.025975362481276
FET,Greed,40,1,1,99220.01,2480.50025,65.5095,17.398481,48.111019,18,45.0,83.33333333333334,3.639416666666667,0.311691,0.4848923014621748
FET,Extreme Greed,7,1,1,6089.68,869.9542857142858,146.6026,0.010266999999999998,146.592333,6,85.71428571428571,100.0,24.433766666666667,21.73305,24.072255520815542
FIL,Greed,5,1,1,19806.989999999998,3961.3979999999997,-35.27859,4.951744000000001,-40.230334,3,60.0,0.0,-11.75953,-1.254,-2.031118004300502
FTM,Neutral,5,1,1,668.44,133.68800000000002,0.004343,0.233948,-0.229605,1,20.0,100.0,0.004343,0.004343,-0.3434938064747771
FTM,Greed,3,1,1,1007.1800000000001,335.7266666666667,-29.215368,0.078521,-29.293889,1,33.33333333333333,0.0,-29.215368,-29.215368,-29.08505828153855
FTM,Extreme Greed,81,2,1,462429.61,5709.007530864197,6945.377243,40.591942,6904.785301,59,72.8395061728395,100.0,117.7182583559322,33.5464,14.93153801505055
FTT,Extreme Fear,23,1,1,3906.7400000000002,169.8582608695652,854.609006,1.192642,853.4163639999999,13,56.52173913043478,100.0,65.7391543076923,28.626128,218.4471871688415
FTT,Fear,47,1,1,14640.09,311.4912765957447,1253.444307,2.641436,1250.802871,19,40.42553191489361,100.0,65.970753,38.779703,85.4368293500928
FTT,Neutral,80,1,1,18196.61,227.457625,917.566714,5.03414,912.532574,35,43.75,100.0,26.21619182857143,15.241446,50.14849326330564
FTT,Greed,837,1,1,218033.78,260.4943608124253,2282.892387,52.491862,2230.400525,355,42.41338112305854,85.63380281690141,6.43068278028169,1.625364,10.229609948513481
FTT,Extreme Greed,573,1,1,129978.08,226.8378359511344,1600.851353,33.833317,1567.018036,214,37.347294938917976,76.63551401869158,7.480613799065421,2.4615400000000003,12.056017722372879
FXS,Greed,75,2,1,102917.89,1372.2385333333334,-150.792898,26.481762,-177.27465999999998,33,44.0,63.63636363636363,-4.569481757575758,0.62292,-1.7224863432392559
FXS,Extreme Greed,26,1,1,10136.33,389.8588461538462,28.863186,2.457955,26.405231,11,42.30769230769231,100.0,2.623926,1.311761,2.605009012137529
GALA,Fear,2,1,1,1091.13,545.565,18.788724,0.38189399999999996,18.40683,1,50.0,100.0,18.788724,18.788724,16.86951142393665
GALA,Neutral,3,1,1,653.16,217.72,13.101431,0.228607,12.872824,2,66.66666666666666,100.0,6.5507155,6.5507155,19.70853083471125
GALA,Greed,11,1,1,1464.33,133.1209090909091,6.486417,0.512511,5.973906000000001,1,9.090909090909092,100.0,6.486417,6.486417,4.0796172993792394
GALA,Extreme Greed,25,1,1,15848.98,633.9592,145.761452,5.547123,140.21432900000002,11,44.0,72.72727272727273,13.25104109090909,1.881,8.846899232632007
GAS,Neutral,2,1,1,739.53,369.765,60.6139,0.184881,60.429019,1,50.0,100.0,60.6139,60.6139,81.71273511554637
GMT,Extreme Fear,3,1,1,661.23,220.41,4.634472,0.231427,4.403045,1,33.33333333333333,100.0,4.634472,4.634472,6.658870589658665
GMT,Fear,25,1,1,9871.7,394.86800000000005,119.500423,2.955088,116.545335,10,40.0,100.0,11.9500423,8.0702205,11.806004538225432
GMT,Neutral,3,1,1,654.43,218.14333333333332,11.447352,0.229048,11.218304,2,66.66666666666666,100.0,5.723676,5.723676,17.142099231392205
GMT,Greed,21,4,1,6216.72,296.0342857142857,4.930490000000001,2.078452,2.8520380000000003,7,33.33333333333333,85.71428571428571,0.7043557142857144,0.379614,0.45876893281344505
GMT,Extreme Greed,52,3,1,48993.31,942.1790384615384,188.11700399999998,17.085511999999998,171.03149200000001,28,53.84615384615385,96.42857142857143,6.718464428571428,2.526038,3.490915229038414
GMX,Extreme Fear,13,1,1,10298.349999999999,792.1807692307691,622.41079,3.460236,618.950554,6,46.15384615384615,100.0,103.73513166666667,89.50601950000001,60.10191477275487
GMX,Neutral,14,2,1,7513.27,536.6621428571428,15.167606,1.815803,13.351802999999999,7,50.0,100.0,2.166800857142857,1.559,1.7770961245902248
GMX,Greed,36,1,1,75212.62,2089.2394444444444,0.0,25.271409,-25.271409,0,0.0,,,,-0.33599958358052145
GMX,Extreme Greed,57,1,1,31000.71,543.8721052631579,61.855318,9.115053,52.740265,26,45.614035087719294,100.0,2.3790506923076924,2.0721350000000003,1.7012599066279452
GOAT,Extreme Fear,3,1,1,1951.01,650.3366666666667,44.71729,0.6555340000000001,44.061756,1,33.33333333333333,100.0,44.71729,44.71729,22.584074915044006
GOAT,Neutral,1,1,1,206.06,206.06,15.5193,0.072121,15.447179,1,100.0,100.0,15.5193,15.5193,74.96447151315151
GOAT,Greed,8,1,1,2439.8199999999997,304.97749999999996,110.86860000000001,0.853928,110.01467199999999,2,25.0,100.0,55.43430000000001,55.43430000000001,45.091306735742805
GOAT,Extreme Greed,92,3,1,371519.63,4038.256847826087,7971.83595,129.573439,7842.262511,59,64.13043478260869,100.0,135.11586355932204,24.487038,21.108608745653626
GRASS,Extreme Fear,68,3,1,58057.33,853.7842647058824,1036.457046,12.327184,1024.129862,58,85.29411764705883,94.82758620689656,17.869949068965518,3.615,17.639975210709828
GRASS,Fear,19,2,1,7908.03,416.21210526315787,28.953272,2.767804,26.185468,7,36.84210526315789,100.0,4.136181714285714,2.695584,3.311250463136837
GRASS,Neutral,5,2,1,1029.31,205.862,20.655617999999997,0.360256,20.295361999999997,3,60.0,66.66666666666666,6.885205999999999,11.04675,19.71744372443676
GRASS,Greed,49,3,1,8262.0,168.6122448979592,81.550604,2.64879,78.901814,13,26.53061224489796,100.0,6.273123384615385,4.51923,9.549965383684338
GRASS,Extreme Greed,60,5,1,81658.85,1360.9808333333335,85.65644900000001,20.805268,64.851181,44,73.33333333333333,72.72727272727273,1.9467374772727275,12.7187515,0.7941721074935538
GRIFFAIN,Extreme Fear,4,2,1,852.13,213.0325,-378.092427,0.289417,-378.381844,2,50.0,0.0,-189.0462135,-189.0462135,-444.0423925926795
GRIFFAIN,Fear,105,4,1,120402.53,1146.690761904762,1910.409221,13.051979,1897.357242,71,67.61904761904762,92.95774647887323,26.90717212676056,7.34333,15.758449942870802
GRIFFAIN,Neutral,58,4,1,30638.11,528.243275862069,-609.7154129999999,8.405783,-618.1211959999999,25,41.37931034482759,48.0,-24.388616519999996,-0.055063,-20.17491274755525
GRIFFAIN,Greed,119,3,1,127970.57,1075.3829411764707,1928.745973,18.137952,1910.608021,105,88.23529411764706,100.0,18.369009266666666,11.81415,14.930057910971248
GRIFFAIN,Extreme Greed,276,3,1,303827.45,1100.8240942028986,4240.792641,42.625677,4198.166964,218,78.98550724637681,100.0,19.453177252293578,10.53193,13.817602603056438
HBAR,Neutral,1,1,1,212.84,212.84,8.85375,0.074492,8.779258,1,100.0,100.0,8.85375,8.85375,41.248158240932156
HBAR,Greed,55,2,1,5992.5,108.95454545454545,130.418054,2.033657,128.384397,27,49.09090909090909,85.18518518518519,4.830298296296297,3.007565,21.42417972465582
HBAR,Extreme Greed,182,4,1,69783.69,383.42686813186816,1770.23626,21.945982,1748.290278,90,49.45054945054945,91.11111111111111,19.669291777777776,2.6049045,25.052992726523918
HPOS,Neutral,11,1,1,12404.73,1127.7027272727273,117.89757,3.101181,114.796389,2,18.181818181818183,100.0,58.948785,58.948785,9.254243260433721
HPOS,Greed,88,2,1,55046.52,625.5286363636363,2744.068817,10.746109,2733.322708,36,40.909090909090914,100.0,76.22413380555555,31.4834335,49.6547775953866
HPOS,Extreme Greed,26,2,1,6911.68,265.83384615384614,-882.6288569999999,0.737227,-883.366084,23,88.46153846153845,69.56521739130434,-38.37516769565217,12.89169,-127.80772315847955
HYPE,Extreme Fear,10278,15,1,29253178.69,2846.1936845689825,482083.808909,4136.353762,477947.45514700003,4761,46.30278264253746,85.67527830287754,101.25683867023734,10.528372,16.33830840100748
HYPE,Fear,27951,18,1,63327528.27,2265.6623473220993,840306.353176,11334.708909,828971.644267,13537,48.420450073342636,89.6801359237645,62.07478416015365,5.63832,13.090225797739002
